"Fiscal_Year","Agency","Program_Name","Agency_Compliance","pcp12_1","pcp01_1","pcp2_2","pcp3_2","pcp4_2","pcp5_2","pcp6_2","pcp7_2","pcp8_2","pcp9_2","pcp10_2","pcp11_2"
"2024","DHS","Immigration and Customs Enforcement - Homeland Security Investigations","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EPA","Drinking Water State Revolving Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","North American Wetlands Conservation Fund, United States Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Airport Concessionaire Relief","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EPA","Travel - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","Federal Law Enforcement Training Centers - Law Enforcement Training","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EXIM","Long-term Authorizations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Upper Colorado and San Juan River Basins Endangered Fish Recovery","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","Immigration and Customs Enforcement - Procurement, Construction, and Improvements - Disaster Supplemental Funds","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Operations & Support","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Grants-in-Aid for Airports","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employee Benefits Security Administration","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Alaska Native Science and Engineering","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Procurement, Construction, & Improvement","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Highway Planning and Construction","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Trade Adjustment Assistance Federal Unemployment Benefits and Allowances","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Operation of the National Park System, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Procurements, Construction, and Improvement - Disaster Supplemental Funds","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Research Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Customs and Border Protection - Procurement, Construction, and Improvements","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","Immigration and Customs Enforcement - Travel","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Secret Service - Protection","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","FCC","FCC Emergency Connectivity Fund (ECF)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","U.S. Citizenship and Immigration Services (USCIS) - Systemic Alien Verification for Entitlements (SAVE)","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Washington Metro","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DNFSB","Salaries and Expenses (Direct)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","Management Directorate - Federal Protective Service","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Workforce Data Quality Initiative","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Citizenship and Immigration Services - Adjudication Services","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Airport Response Grant Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Sport Fish Restoration Account, United States Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Assistance Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Census Bureau - Survey of Program Dynamics","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Aviation Logistics Command","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","FCC","FCC Secured & Trusted Communications Network Reimbursement Program (STCNRP)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Non-Compliant","3.0","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No"
"2024","DHS","Transportation Security Administration - Procurement, Construction, and Improvements: Aviation Screening Infrastructure","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","FCC","Universal Service Fund – Lifeline","Non-Compliant","3.0","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Job Corps","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Port Infrastructure Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Labor-Management Standards","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Civilian Pay – Navy","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Coast Guard Boat Safety","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Loan Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","GSA","Acquisition Services Fund - Operating","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Internation Trade Administration (ITA) - Executive Direction and Administration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Housing Funds","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","GSA","Purchase Cards","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Maritime Oil Spill Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","GSA","Sale of Federal Surplus Personal Property","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Telecommunications and Information Administration (NTIA) - Public Telecommunications Facilities Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","GSA","Technology Transformation Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","U.S Patent and Trademark Office (USPTO) - Patents and Trademarks","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","U.S. Citizenship and Immigration Services (USCIS) - Information Customer Services","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Medicare Retiree Health","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","U.S. Patent and Trademark Office","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Citizenship and Immigration Services - Citizenship and Integration: Education and Training","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Operations & Support - Disaster Supplemental Funds","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Civilian Pay – Other Defense Organization (ODO)","Non-Compliant","3.0","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Defense Agencies Initiative (DAI)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Payroll: Civilian","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Computerized Accounts Payable System (CAPS/ CAPS-W)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Health Benefits – TRICARE Pharmacy Program (TPharm)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Women's Bureau","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","GSA","Travel Cards","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Marine Corps – Active Duty","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Bureau of Economic Analysis (BEA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","California Water Security and Environmental Enhancement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Administrative Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Financial Accounting and Budgetary System (FABS)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","GSA","Travel, Transportation, and Logistics Categories","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Census Bureau - Enterprise Data Caputre and Dissemination System (EDCADS)- Enterprise Data Lake","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","Non-Compliant","3.0","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Colorado River Basin Act of 1968","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","International Trade Administration (ITA) - Global Markets","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Coast Guard - Payroll: Military","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Customs and Border Protection - PR and VI Programs","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Children and Families (ACF) - Community Services Block Grant","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Children and Families (ACF) - Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","Non-Compliant","3.0","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Navy – Active Duty","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Customs and Border Protection - Procurement, Construction, and Improvements - Disaster Supplemental Funds","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Enterprise Business System (EBS)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Travel Pay Marine Corps - MARINE CORPS TOTAL FORCE SYSTEM (MCTFS)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DHS","United States Customs and Border Protection - Refund and Drawback","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Land Acquisition and State Assistance, National Park Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Alaska Native Educational Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Bureau of Industry and Security (BIS)-Dual Use Export Administration and Enforcement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Children and Families (ACF) - Head Start","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Child Care Access Means Parents in School","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Payments in Lieu of Coal Fee Receipts, Office of Surface Mining Reclamation and Enforcement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Children and Families (ACF) - Healthy Marriage Promotion and Responsible Fatherhood Grants","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Navy Enterprise and Resource Planning (NERP)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Health Benefits – TRICARE Overseas Program (TOP)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Comprehensive Centers","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Technical Information Service (NTIS)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – ONEPAY","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Census Bureau - State Childrens's Health Insurance Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Surveys, Investigations, and Research, U.S. Geological Survey, Interior - BIL","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Standard Automated Voucher Examination System (SAVES)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Water and Related Resources, Bureau of Reclamation, Interior - IRA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Credit Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Commercial Pay – Transportation Financial Management System (TFMS)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Perkins Loan (Perkins)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Telecommunications and Information Administration (NTIA) - Broadband Equity, Access, and Deployment Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Miniority Business Development Agency (MBDA) - Minority Business Development and Advocacy","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Innovative Approaches to Literacy; Promise Neighborhoods; Full-Service Community Schools; and Congressionally Directed Spending for Elementary and Secondary Education Community Projects","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Telecommunications and Information Administration (NTIA) - Connecting Minority Communities Pilot Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Army – National Guard","Non-Compliant","3.0","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Army – Active Duty","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOE","Vendors/Contracts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Children and Families (ACF) - John H. Chafee Foster Care Program for Successful Transition to Adulthood","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Marie Corps – Reserve","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","Miniority Business Development Agency (MBDA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Energy Community Revitalization Program, Department-Wide Program, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Community Living (ACL) - Independent Living Programs","Non-Compliant","3.0","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Oceanic and Atmospheric Administration (NOAA)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Strategic Preparedness and Response (ASPR) - Office of Administration Acquisitions","Non-Compliant","3.0","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","American Printing House for the Blind","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Technical Information Service (NTIS)- (Collect and Disseminate Technical Information - Clearinghouse Program)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Migrant Education State Grant Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Telecommunications and Information Administration (NTIA) - Brodband Technology Opportunities Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Strategic Preparedness and Response (ASPR) - Office of Security, Vetting, and Protection","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","National Parks and Public Land Legacy Restoration Fund, Department-Wide Programs, National Park Service, Interior - GAOA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Working Capital Fund, Bureau of Reclamation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","Prisons and Detention","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Telecommunications and Information Administration (NTIA) - Middle Mile Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","Administrative, Technology, and Other","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Department of Air Force (DAF) – Active Duty","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Military Pay Department of Air Force (DAF) – Reserve","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Adult Employment and Training Activities","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Community Service Employment for Older Americans","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Community Projects","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Administration for Strategic Preparedness and Response (ASPR) - Regional Response","Non-Compliant","3.0","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Employment Service","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Travel Pay Marine Corps – Defense Travel System (DTS)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Agency for Healthcare Research and Quality (AHRQ) - Program Support","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Migrant and Seasonal Farmworker","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Rehabilitation Long-Term Training","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","HHS","Centers for Disease Control and Prevention (CDC) - Office of Communications","Non-Compliant","3.0","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Workforce Information Etools","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Rehabilitation Services Vocational Rehabilitation Grants to States","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOW","Travel Pay Navy – Integrated Automated Travel System (IATS)","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Consolidated Grant to the Outlying Areas","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Rural Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EAC","Help America Vote Act Requirements Payments","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Veterans Employment Training Service - Jobs for Veterans State Grants","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","English Language Acquisition State Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","American Indian Vocational Rehabilitation Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EEOC","Vendor Payments","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Pell Grant Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Education for Homeless Children and Youth","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EOP","Office of National Drug Control Policy (ONDCP) - Anti-Doping Activities","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOC","National Telecommunications and Information Administration (NTIA) Digitial Television Transition and PUblic Safety Fund, excluding TV Converter Box Coupon Program and Public Safety Interoperable Communications","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EPA","Contracts - Environmental Protection Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
